title,url,date,imageurl,description,autokwd,company,screenshot,tag,platform
Hidden in my Paradise,https://store.steampowered.com/app/2834330/Hidden_in_my_Paradise/?snr=1_7_7_popularcomingsoon_150_1,2024-10-10,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/header.jpg?t=1727382170,"게임 정보



나만의 작은 천국을 만들 수 있는 이 아늑한 숨은 그림 찾기 모험에서 아이템을 찾고, 장식하고, 퀘스트를 완료하세요!


요정 코로나야와 함께 사진작가 지망생 Laly의 렌즈를 통해 세상을 바라보고, 아이템을 찾고, 장식하고, 다양한 미션을 완료하여 최고의 사진작가가 되어보세요!

작은 천국을 만들고 전 세계의 친구 및 동료 사진작가들과 공유하세요!
숨겨진 물건을 찾아보세요!










Ogre Pixel
2024",Hidden in my Paradise,Ogre Pixel,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_22a430d23d9c2692dbe8dbde2cf05f207078ecba.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_33e90555a297bdd81e3920d70a5c362558e110b3.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_85955ccacbfa9b78e5d45b2af7726c22b2fa43be.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_fdbaf31d0c02aebdc74c504710c61ef2b2404a0b.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_f72127d734928283c6e0086170f0ec986dce467e.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_90959c80d347dd86e147ddda7016a56a9310c8e8.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_a6cbcf075244c7c42cb2456404f81eb1e5ff7e99.1920x1080.jpg?t=1727382170,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2834330/ss_2e0b80f9c62bd633c9d2e66d8c741a573d7ceea7.1920x1080.jpg?t=1727382170","히든 오브젝트,캐주얼,릴랙싱,아늑함,샌드박스",steam
PowerWash Simulator – Shrek Special Pack,https://store.steampowered.com/app/2983890/PowerWash_Simulator__Shrek_Special_Pack/?snr=1_7_7_popularcomingsoon_150_1,2024-10-10,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/header.jpg?t=1727274080,"콘텐츠 정보
장난은 이제 끝났습니다. DreamWorks Animation의 『슈렉』을 테마로 한 다섯 가지 동화 속 맵을 청소할 준비를 시작하세요. 이 상징적인 장소에 과거의 영광을 되찾아 주려면 요정 가루보다 좀 더 많은 노력이 필요할 것입니다. 하지만 다행히도 해피 엔딩을 여는 열쇠는 여러분의 손에 있답니다!
마치 양파처럼 치워도 치워도 끝이 없는 먼지들. 그 속에서 눌러붙은 오염은 요정 대모의 대단한 물약에 버금갈 정도로 강력한데요. 비누 거품 한 방울과 노력 한 줌에 더해, '띵' 소리를 수십 번 정도 들으면 완벽한 해독 물약이 완성될 겁니다! 고압 세척기를 휙휙 움직여 모든 것을 씻어 내리면, 동화 속 맵들을 마법의 거울만큼 반짝반짝 빛나도록 멋지게 만들어 줄 수 있을 거예요.
총출동한 인기 캐릭터들에게 둘락을 겉보기엔 깨끗한 원래의 모습으로 되돌려 달라는 의뢰를 받았습니다. 용의 둥지에 다시 생명을 불어넣고, 슈렉의 늪도... 음... 진흙이 적당히 남도록 만들어 주세요! 그 모든 곳이 여러분의 구원의 손길을 필요로 하고 있습니다.
위대하고 고귀한 사명을 완수하기 위해 5개의 차밍한 맵으로 떠나세요.
• 둘락
• 헨젤의 신혼여행 은신처
• 슈렉의 늪
• 요정 대모의 물약 공장
• 용의 둥지
일어나세요, 청소부여! 이 스페셜 팩에서 여러분은 빛나는 갑옷과 함께 정식으로 기사 작위를 수여받았습니다. 수상쩍은 오염을 무찌르기 위해서 말이죠. 진정한 영웅에게 어울리는 사명이군요. 슈렉 스페셜 팩에는 검을 테마로 한 고압 세척기로 무장한 기사 의상이 포함되어 있습니다. 위풍당당하게 돌격해서 온갖 오염을 무찌르세요!",PowerWash Simulator – Shrek Special Pack,FuturLab,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/ss_566e139d1b62a989c1434dee30932bf5df3b619b.1920x1080.jpg?t=1727274080,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/ss_da200e4fddae40af8250b6b91a9db050f02934c8.1920x1080.jpg?t=1727274080,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/ss_24f421c8079e4178e7feb8f8c3782fe40b4baeb7.1920x1080.jpg?t=1727274080,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/ss_7ea5a2eeca5b44ad8e417878ff6fa58bfc461937.1920x1080.jpg?t=1727274080,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2983890/ss_617b631d6d0098dc6824bce7beb55290fc7848a5.1920x1080.jpg?t=1727274080","캐주얼,시뮬레이션,릴랙싱,1인칭,멀티플레이어",steam
Amber Isle - Soundtrack,https://store.steampowered.com/app/3185690/Amber_Isle__Soundtrack/?snr=1_7_7_popularcomingsoon_150_1,2024-10-11,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3185690/header.jpg?t=1726497026,"콘텐츠 정보
앰버섬 오리지널 사운드트랙에 멋진 음악을 가득 담았어요! 35개의 오리지널 게임 음악을 담고 있으니까, 신나게 가게를 운영하고 하루를 마무리하면서 마음에 드는 곡을 감상하세요!",Amber Isle - Soundtrack,Ambertail Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3185690/ss_c3d673214d628de9404ada9a0370f39ca6faaed4.1920x1080.jpg?t=1726497026,-,steam
DRAGON BALL: Sparking! ZERO,https://store.steampowered.com/app/1790600/_/?snr=1_7_7_popularcomingsoon_150_1,2024-10-11,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/header.jpg?t=1728369000,"게임 정보

『드래곤볼 스파킹! 제로』는 『드래곤볼Z 스파킹!』 시리즈의 전설적인 게임 플레이를 새로운 수준으로 끌어올립니다. 초전사가 되어 천지를 뒤흔드는 한계 돌파의 드래곤볼 배틀을 체험하세요!

◆사상 최대 캐릭터 참전
『드래곤볼 Z』, 『드래곤볼 슈퍼』, 『드래곤볼 GT』, 일부 엄선된 『드래곤볼 극장판』에서 등장하는 180명을 넘는 초전사들의 힘을 해방해 보세요. 모두 게임 본편에 수록됩니다! 각각의 캐릭터들은 자신만의 고유한 능력과 변신, 기술을 가지고 있죠.

『드래곤볼』에 등장하는 초전사들의 파괴적인 힘을 여러분의 것으로 만드세요!

◆숨 막히는 3D 대전

충돌하는 에네르기파, 추격, 눈으로 좇을 수 없을 정도로 빠른 이동과 행성이 부서지는 궁극기를 비롯한 원작을 방불케 하는 전투와 숨 막히는 비주얼로 표현되어 애니메이션과 비디오 게임 시리즈를 그대로 재현해내는 가슴 뛰는 초스피드 3D 대전을 즐겨 보세요.

◆라이벌들이 당신을 강하게 한다

여러분의 실력을 시험하기 위해 온라인에서 다른 플레이어들에게 도전하거나 정신과 시간의 방에서 실력을 갈고닦기 위해 친구와 오프라인으로 함께할 수 있습니다. 여러 대회 모드와 승리 조건을 걸고 챔피언이 되기 위해 자신의 방식으로 싸우세요.

◆새로운 길을 열어라

사랑받는 오리지널 스토리의 액션으로 가득한 전투를 이겨내고, 여러분이 가장 좋아하는 Z 전사들과 다른 캐릭터들의 새로운 면모를 만나고 잠금 해제하세요. 8명의 캐릭터의 시점에서 펼쳐지는 컷신을 통해 시리즈에서 여러분이 가장 좋아하는 순간을 경험해 보세요!

◆만들고, 플레이하고, 공유하라

『드래곤볼』의 스토리에서 여러분이 가장 좋아하는 전투를 재창조하고, 여러분이 가장 좋아하는 캐릭터들로 꿈에 그리던 이야기가 담긴 전투를 세팅해 보세요! 여러분이 만든 결과물을 다른 팬들과 공유하고 전 세계의 상상력이 생명을 얻은 전투를 체험해 보세요.

*본 상품 외에도 디럭스 에디션, 얼티밋 에디션과 사운드 얼티밋 에디션이 별도로 판매 중입니다. 중복 구매에 주의하십시오.","DRAGON BALL: Sparking! ZERO,드래곤볼 스파킹! 제로","Spike Chunsoft Co, Ltd","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_11942c933c595bf0188d5ee22f6f6a7ed3cdf7d9.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_edf6973923cb0d2ad72acecc014262a6de55a608.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_f4ec953421c54bf74bdca77ceed361ad7b509858.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_90f5785f89a9882a7f33fd5a812a7e7384720afd.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_72cb10fb8f0c7554e932257450b19189534a846d.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_80d442d735c80a31c78696aeaaae08c0bf843a0f.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_119e7890b990201c6ca61280a76851dc0ced05f9.1920x1080.jpg?t=1728369000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/ss_6389b6aef0ecaa3f6cc1e36dcfb145c6fcb70a75.1920x1080.jpg?t=1728369000","애니메이션,액션,3D 격투,멀티플레이어,격투",steam
Metaphor: ReFantazio,https://store.steampowered.com/app/2679460/_/?snr=1_7_7_popularcomingsoon_150_1,2024-10-11,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/header.jpg?t=1727279807,"게임 정보
본 제품을 예약하신 분께는 게임 내에서 사용할 수 있는 아이템 세트 2종을 선물로 드립니다.
앞으로 시작될 장대한 모험과 치열한 배틀에 활용하세요.

・'메타포: 리판타지오 아키타이프 경험치 아이템 세트'
・'메타포: 리판타지오 여행 지원 물자 세트'

【세트 내용】
'메타포: 리판타지오 아키타이프 경험치 아이템 세트'
・영웅의 향×10(아키타이프 경험치 100 추가)
・영웅의 열매×5(아키타이프 경험치 500 추가)

'메타포: 리판타지오 여행 지원 물자 세트'
・30000리브(게임 내 화폐)
・고급 치료약×5(HP 200 회복)
・소생약×5(전투 불능 회복)
・매지컬빵×3(던전에서 일정 시간 MP 회복)
・아주 딱딱한 호밀빵×2(적에게 만능 300대미지)

※스토리를 진행하면 사용 가능해집니다.
※2024년 10월 11일(금) 12:59(KST)까지 구매하시면 획득하실 수 있습니다.
ABOUT 메타포: 리판타지오
▽새로운 왕에 도전하는 후보자가 되어 떠나는, 세상을 바꾸는 여행

본 타이틀은 『페르소나3』, 『페르소나4』, 『페르소나5』의 제작진이 선사하는 완전 신작 판타지 RPG입니다.

당신은 소꿉친구인 왕자에게 걸린 '죽음의 저주'를 풀기 위해 요정 '갈리카'와 함께 세계를 방랑하는 '여행자 소년'이 되어 왕국에서 벌어진 거대한 사건에 휘말리고, 그 앞에 기다리는 운명과 마주합니다.

주인공은 어떠한 일을 계기로 전사, 마법사와 같은 능력을 품은 '아키타이프(클래스)'를 각성합니다.
개성 넘치는 능력을 지닌 다채로운 아키타이프를 각성하고, 동료와 함께 최강의 파티를 이뤄 수많은 강적과 맞서 싸우세요.

새롭게 펼쳐지는 환상세계로의 여행이 당신을 기다립니다.




세계를 방랑하는 여행은 매 행동마다 시간이 흐르고, 자유롭게 행동할 수 있으며, 때로는 목적을 달성하기 위한 계획과 선택이 필요합니다.
낮에는 마을에서 주민들이 겪는 문제를 해결하거나, 보물을 찾아 던전을 탐험하거나, 사람들을 괴롭히는 현상수배 대상을 토벌하러 떠나고,
밤에는 동료와 시간을 보내거나, 자신의 ""자질""을 갈고닦는 당신만의 '여행'을 즐겨 보세요.




멀리 떨어진 던전이나 마을로 향할 때는 '장갑 전차'를 타고 이동합니다.
'장갑 전차' 내부에서는 이동 시간을 어떻게 활용할지 선택할 수 있습니다.
동료와 대화하며 유대를 쌓고, 단련을 통해 능력을 향상하고, 던전 탐색에 대비해 사전 준비를 하거나, 때로는 창밖을 스치는 풍경을 바라보기도 하면서
이동하는 아지트 '장갑 전차'에서 알찬 여행 시간을 보내세요.




던전에서는 강적이 나타나 다양한 공격으로 주인공을 곤경에 빠뜨립니다.
주인공 일행은 다채로운 아키타이프가 지닌 능력을 잘 활용하여 강적을 쓰러뜨려야 합니다.
턴 기반 커맨드 배틀로 이루어지는 강적과의 전투는 격전 속에서도 전략적으로 약점을 찔러 적을 쓰러뜨리는 큰 성취감을 맛볼 수 있습니다.
주인공 일행이 성장하면 과거의 강적도 점점 손쉬운 상대가 됩니다.
약한 적은 필드 상에서의 공격 액션 한방으로 소탕할 수 있어 던전 배틀을 시원시원하게 진행할 수 있습니다.
내 손으로 편성한 파티를 이끌고 강적이 기다리는 던전으로 달려가세요.




아틀러스는 『진·여신전생』, 『페르소나』 등 수많은 현대극을 탄생시켜 왔습니다.
본 타이틀은 아틀러스가 현대극을 통해 쌓은 RPG 경험을 바탕으로 브랜드 35주년을 맞이한 지금이기에 새롭게 도전하는 환상극이자, 아틀러스의 작품 세계를 집대성한 RPG입니다.
『페르소나』도 『진·여신전생』도 아닌, 새로운 환상세계로의 여행에 당신을 초대합니다.","Metaphor: ReFantazio,메타포: 리판타지오",ATLUS,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_17221b17662b373d5c727eb842a44285cffb351d.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_7c56132d19facdb84940f50afd9ef45af665968b.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_20b595b979ff6caedecb31f8969a739ce8e865a9.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_cc5086a18c343c8c617f30f078361c2b9631d4a1.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_38fa1516cd8781f29c06f333b1ff8db28df523e4.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_962172c80e35ebdb0edfed70aec55b7a174f9c7a.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_dc9fc344847268e5f6a7173f1a53dfab0811f22b.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_123433fe8bf060c5c531b49b24a84e6637b34452.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_b6055bd20f6a8c72bbed9c3551173ff68017cf95.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_c461778fbdb7b2409df45bc008037999c41c038d.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_0d5c10735321ef0c36317dc91aa03e4027b41701.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_44a5e2f0361edf83d702e7e9ba57578100a2290a.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_ef22d3684cc12013bea8a3c0ca1b3e50dda51b3e.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_dda964531d3e5639c7d0016462a1f8c559cf929a.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_a4bb3eca4026fe10a5ddfd45089c07951e158f95.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_d0106273af8a5acd59f71831a10797067032df1f.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_bac744446a1954fc9cb649a406981bc9fc015538.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_527790d51f418e98fb04819221a348103c85a69b.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_c9e4dccebbccff0ab2f3471078132ad36be82e5f.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_b8ba2772afa8af010c0311a84af32c7755e28b4f.1920x1080.jpg?t=1727279807,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2679460/ss_b77724e6905569f793b1c02fa36f7ddb52516a63.1920x1080.jpg?t=1727279807","RPG,애니메이션,어드벤처,턴제 전투,턴제 전략",steam
Ember Knights - Wrath of the Architect,https://store.steampowered.com/app/2948140/Ember_Knights__Wrath_of_the_Architect/?snr=1_7_7_popularcomingsoon_150_1,2024-10-15,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/header.jpg?t=1722873559,"콘텐츠 정보


Unleash a new architect of destruction!

When Praxis tore a rift between worlds in his quest for ultimate power, he challenged the creator of space and time itself – the Architect! Sensing that Praxis’ dark forces were on the verge of annihilating all of creation, the Architect split the Prime Worlds into two mirror dimensions… only now these two unstable realities threaten each other’s very existence!

As Ember Knights, it is your mission to battle through four altered worlds filled with deadly new monsters and bosses… with the fate of reality itself at stake!

Are you ready to face the wrath of the Architect?

Ember Knights DLC Features (only included with the DLC):

Architect boss fight
4 epic new bosses
4 deadly new minibosses
4 new altered worlds


And more!",Ember Knights - Wrath of the Architect,Doom Turtle,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/ss_37a2c5a81f6d2cafc415bd395a209d538e08f116.1920x1080.jpg?t=1722873559,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/ss_0047b8a21d73c298a86f49b4177e0f3dcd3b3c9c.1920x1080.jpg?t=1722873559,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/ss_1d1438dfcc9e01577ff2b4fc078ee574acbc39e4.1920x1080.jpg?t=1722873559,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/ss_6597cc93da7b1fb1c51b6c326e844d9cabc99d44.1920x1080.jpg?t=1722873559,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2948140/ss_bd42843e6fdb16482858f84ea7607c1085fdbe8f.1920x1080.jpg?t=1722873559","액션,어드벤처,RPG",steam
Neva,https://store.steampowered.com/app/2420660/Neva/?snr=1_7_7_popularcomingsoon_150_1,2024-10-16,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/header.jpg?t=1727215058,"게임 정보


Neva는 비평가들의 찬사를 받은 GRIS를 개발한 선구적인 팀이 만든 감성 충만한 액션 어드벤처 게임입니다.

Neva는 어둠의 세력과의 충격적인 조우 이후 신비한 늑대 새끼와 결속된 여인 알바의 이야기를 담고 있습니다. 두 사람은 한때 아름다웠던 세상이 서서히 썩어가는 가운데 위험한 여정을 함께 떠납니다.



시간이 지남에 따라 둘의 관계는 점점 더 위험한 상황에서 서로를 도우며 함께 나아가는 법을 배우며 발전하게 됩니다. 늑대는 반항적인 새끼에서 자신의 정체성을 확립하려는 당당한 어른으로 성장하며 알바의 사랑과 서로에 대한 헌신을 시험하게 됩니다.

저주받은 세상이 그들을 압도할 위기에 처했습니다. 알바는 용감한 동료와 함께 생존하고 새로운 보금자리를 만들기 위해 무엇이든 할 것입니다.",Neva,Nomada Studio,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_62a1d600f868ac02023335d29a4c744f71fc4f97.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_25875a2bbb2656d449ce512ffcfad6fd7c66807a.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_835f96b38d13781397beb6ca5a0046ff23b692ee.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_f8c9358149ccd86f1046d031bc749b6ff13bc64e.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_78c8c22f665548d1d8557a35136ee61e81e97cb9.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_52acca00d787f0f0c3a830904024e48f0a1e0e17.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_2c112088eb5d3ed2e1376fe34a22afa96110daa6.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_bfe21ed7ce40011fa0a83e3d112ef3b95abd4e99.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_bac6402dad7388116a088dfef16cc870c5b368bf.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_e78a08950ca6aef5d92b75ca53f044fdba5fdf59.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_d7df58777b3562b464f1b4d54c212d0493631624.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_e4f760f2326ba49863a4e21fd9364bc7401c2382.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_daa410bad8f0e5c9b4e6436b6e420882c118206b.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_773bbdd524097f687f9cc9e8f0bbc65d4cafcd1f.1920x1080.jpg?t=1727215058,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2420660/ss_5a913c438f884a030a62d4cff2e11bee79b928cd.1920x1080.jpg?t=1727215058","어드벤처,플랫폼,퍼즐,2D 플랫폼,걷기 시뮬레이션",steam
Eden Crafters,https://store.steampowered.com/app/2570210/Eden_Crafters/?snr=1_7_7_popularcomingsoon_150_1,2024-10-16,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/header.jpg?t=1727873412,"게임 정보



Choose your planet, and turn it into a habitable haven for humanity. Navigate through treacherous landscapes and radioactive areas, or face giant waves caused by a nearby moon: each planet comes with different challenges in your quest for a new Eden.
Gather materials, craft essential tools, and build the foundation for a flourishing civilization.




Automate resource gathering and transformation with conveyors and machines, from elaborate factories to environmental transformation systems.
Achieve satisfactory efficiency as you temper the climate, create a breathable atmosphere, and turn toxic lakes into life-sustaining water.




Your mission as an Eden Crafter is to transform a vast open world, in singleplayer or online co-op multiplayer. Embark on a journey of survival with one goal: turning this hostile planet into a flourishing Eden, where crafting and automation are the keys to success.

• Open World
• Co-Op
• Survival
• Crafting
• Factory Building
• Terraformation
• Vehicles",Eden Crafters,Osaris Games,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_73f8457aab2c4ba2ba39249b122213d58cc8db4b.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_a5aa141e7570340a88d28004e79eccf26a652f5a.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_ec37a97df7b3d6fb2c4592e3880de1c3c6ff605b.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_31cb31b3299deebd4eebd108044f42d4c276abae.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_9d665768eed6da4ea9c8aab8dd7aedfd5dee4a13.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_e0e9557ee13b183ea75070d877509e41d9e8e449.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_d563f2231736708e53d4e18044e8c00a487fcdaf.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_e3286d9fcfb396b5835e40cf10c3ce07daefda6f.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_cf4ef6f962e9d0cb360947165610c0812f2c875a.1920x1080.jpg?t=1727873412,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570210/ss_6f869ab7bab255885be1b857d73bc04c38c0cf1c.1920x1080.jpg?t=1727873412","앞서 해보기,자동화,기지 건설,오픈 월드 생존 제작",steam
Cats Hidden in Germany,https://store.steampowered.com/app/2776570/Cats_Hidden_in_Germany/?snr=1_7_7_popularcomingsoon_150_1,2024-10-17,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/header.jpg?t=1727859773,"게임 정보
Cats Hidden in Germany 는 중세 독일을 배경으로 한 귀여운 숨은 그림 찾기 게임입니다.

손으로 그린 배경 속에서 100마리의 고양이가 여러분을 기다리고 있습니다.
차분한 로피 사운드트랙으로 긴장을 풀어보세요.

고양이를 찾았나요? 클릭하세요!
특징
🐾 1 레벨, 100 고양이
❔ 비밀
💡 힌트 시스템
⏰ 리더 보드가있는 타이머 모드
⚙️ 실제 게임 내 설정 하하",Cats Hidden in Germany,Travellin Cats,"https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/ss_d832321c5187a6c96f7ccf9edf30ccfbae2a0bfe.1920x1080.jpg?t=1727859773,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/ss_80bd9a65535dd0beb95684c8f34ab19e9a439bab.1920x1080.jpg?t=1727859773,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/ss_2f519e5085df61ba013ec20ede1f68eb2d77d2ec.1920x1080.jpg?t=1727859773,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/ss_d85ba9c6e70ddece5ea020571056b4504df5055f.1920x1080.jpg?t=1727859773,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776570/ss_d8f18bcc3c2ac61cd1544cbf34e93e9356e05a4e.1920x1080.jpg?t=1727859773","고양이,히든 오브젝트,건전함,퍼즐,아늑함,인디",steam
Warhammer 40,https://store.steampowered.com/app/3003800/Warhammer_40000_Inquisitor__Martyr__Hierophant_Class/?snr=1_7_7_popularcomingsoon_150_1,2024-11-13,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3003800/header.jpg?t=1727866155,"콘텐츠 정보
This DLC adds the new playable class to Warhammer 40,000: Inquisitor - Martyr: an Inquisitor with a Hierophant background.

By playing this class, you will assume the role of an Inquisitor who can call in multiple acolytes to form a squad. You will have to use your faith and authority to inspire your acolytes to carry out the Emperor's will, manage them like a true leader and teach the Imperium's truth to all the heretics in the Caligari sector.","Warhammer 40,000: Inquisitor - Martyr - Hierophant Class",NeocoreGames,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3003800/ss_3f945b4ec1136033b729df8abddd0c6bffb5c89b.1920x1080.jpg?t=1727866155,"RPG,워해머 40K,액션,액션 RPG,핵 앤 슬래시",steam
