title,url,date,imageurl,description,autokwd,company,screenshot,tag,platform
Unicorn Overlord,https://store.playstation.com/ko-kr/concept/10002780,2024-03-08,https://image.api.playstation.com/vulcan/ap/rnd/202311/2707/9b0eb1ee1207b2c334f5d9a0dd8e3f178ac4b90003f8e948.jpg?w=1920,"예약 구매 특전 'ATLUS × VANILLAWARE 문장 세트'
아군의 깃발을 「오딘 스피어」, 「드래곤즈 크라운」, 「13기병방위권」의 문장 디자인으로 커스터마이즈 가능한, 팬이라면 절대 놓칠 수 없는 DLC 세트입니다.
※2024년 3월 7일 23:59까지 구매하시면 본 특전이 증정됩니다.


본 제품을 소지한 고객님께서는 해당 게임의 디지털 PS4™ 버전과 디지털 PS5® 버전 모두를 보유하실 수 있습니다.

ATLUS × VANILLAWARE가 도전하는 신생 시뮬레이션 RPG

망국의 왕자로 살아남아 해방군을 이끌게 된 당신은
거대한 악의 손아귀에 떨어진 세계를 해방하기 위해
일각수의 반지를 되찾고 백성을 지키기 위해 일어선다.

광대한 세계를 자유롭게 누비며 동료를 만나, 육성하고, 지휘하여
함께 각지를 해방해 나가는 새로운 감각의 시뮬레이션 RPG!

인간, 엘프, 수인, 천사 등 동료 캐릭터는 무려 60명 이상!
각기 다른 종족과 병종의 동료를 자유롭게 편성하여 싸워라!

온라인 투기장에서 랭킹 1위를 목표로 전 세계의 플레이어와 대전하라!
최강의 부대를 이루는 것은 바로 당신이다!

※본 상품이 포함된 세트 상품도 있습니다. 중복 구매에 주의하시기 바랍니다.

이미 본 타이틀의 PS4™판을 소지하고 계신 경우에는 추가 비용을 지불하거나 본 제품을 구매할 필요 없이 PS5® 다운로드판을 다운로드하실 수 있습니다. PS4™ 패키지판을 소지하신 분은 PS5® 다운로드판을 다운로드하거나 플레이할 때마다 디스크를 PS5®에 삽입하셔야 합니다. 패키지판의 PS4™ 타이틀을 소지하고 계시더라도 디스크를 사용하지 않는 PS5® 디지털 에디션을 구매하셨다면 PS5® 다운로드판을 추가 비용 없이 받으실 수는 없습니다.","Unicorn Overlord,유니콘 오버로드",SEGA CORPORATION,https://image.api.playstation.com/vulcan/ap/rnd/202311/2707/9b0eb1ee1207b2c334f5d9a0dd8e3f178ac4b90003f8e948.jpg?w=1920,롤플레잉 게임,playstation
Dragon's Dogma 2,https://store.playstation.com/ko-kr/concept/10005844,2024-03-22,https://image.api.playstation.com/vulcan/ap/rnd/202306/0502/12dabb58b4695750dc0b2dae2ef962ce7d2a50433c7d9518.png?w=1920,"【일반판 예약 특전】
・첫 전투 준비 '특별 주문 제작 무기 4종 세트'

※이 특전은 후일 판매될 가능성이 있습니다.


※이 상품이 포함된 세트 상품도 있습니다. 중복 구매에 주의해 주시기 바랍니다.

그 모험은, 영웅담이 되어 각인된다.

플레이어의 상상에 부응하는 다채로운 액션과,
싱글 플레이여도 “다른 누군가와 함께 모험하는 재미”를 맛볼 수 있는 게임 체험.

독자적인 플레이 체험을 제공하는 오픈 월드 액션 「Dragon's Dogma 2」에서는
마음에 그린 그대로의 자유로운 모험을 즐길 수 있습니다.

최신 그래픽과 물리 연산, AI를 통해 면밀하게 짜여진 왕도 판타지의 세계.
이 세계에는 놀라움과 리얼리티가 가득합니다.

나의 여정을 함께 하는 동료 '폰'과 함께
유일무이한 모험을 시작하세요.


음성:
영어, 일본어

자막 언어:
영어, 일본어, 한국어, 중국어 간체, 중국어 번체",Dragon's Dogma 2,CAPCOM ASIA,https://image.api.playstation.com/vulcan/ap/rnd/202306/0502/12dabb58b4695750dc0b2dae2ef962ce7d2a50433c7d9518.png?w=1920,"액션, 롤플레잉 게임",playstation
지구방위군 6,https://store.playstation.com/ko-kr/concept/10002862,2024-03-14,https://image.api.playstation.com/vulcan/ap/rnd/202312/2502/54859143dda0b7b4696cae2c468d1412de00376036123eec.jpg?w=1920,"【예약 특전】(2024년 3월 13일 23:59까지)
・윙 다이버용 보조 장비 「리버스 코어 N형」
・10% 할인(PlayStation®Plus 멤버 한정)
・24시간 얼리 액세스


【조기 구입 특전】(2024년 6월 30일 23:59까지)
・초회 특전 DLC 「병사 모집용 디코이 리크루터 ""Ayame Nakiri""」
・초회 특전 DLC 「병사 모집용 디코이 리크루터 ""Mio Ookami”」
・초회 특전 DLC 「병사 모집용 디코이 리크루터 ""Fubuki Shirakami”」

스탠더드 에디션의 구성:
・지구방위군 6 (PS4™ & PS5®)
・에어 레이더용 탑승 병기 「컴배트 프레임 닉스 메탈 코트」

※이 제품은 「스탠더드 에디션」입니다. 「디럭스 에디션」도 판매 중입니다.

절망의 미래를 살아라.

스토리:
서력 2024년. 오랫동안 계속된 미지의 침략자와의 전쟁에서 인류는 승리했다. 적 프라이머가 사라진 후, 지구에 정적이 돌아왔다. 하지만 인구는 10%까지 감소했고 문명은 붕괴 위기에 직면해 있었다. 살아남은 사람들은 전력을 다해 인류의 부흥에 계속 힘쓰며, 매일 남은 위협과 싸웠다… 그리고 3년의 세월이 흐른 서력 2027년. 희망 없는 신세계에서 다시 지구의 운명에 저항하는 때가 온 것이다.

신세계에서 지구의 미래를 구하라.
오랫동안 지구를 괴롭힌 침략자의 정체가 드디어 밝혀진다. 시리즈 최초로 황폐해진 세계를 무대로, 닥쳐오는 깊은 절망의 연쇄… 하지만 EDF의 병사가 되어 싸우는 당신의 존재가, 인류를 최고의 환희로 이끌 것이다. 자, 용기와 지혜를 이용해 맞서 싸워라.

시리즈 역사상 최대 볼륨. 온라인 협력 플레이 대응
역대 최고의 미션 수와 무기/병기를 수록. 모든 미션에서 최대 4인까지 온라인 협력 플레이 대응. 또한, 화면 분할을 이용한 오프라인 플레이도 가능하다. 4개의 병과를 조종하여, 전국의 리얼 EDF 대원과 함께 싸워라.","지구방위군 6,EARTH DEFENSE FORCE 6",CLOUDED LEOPARD ENTERTAINMENT INC.,https://image.api.playstation.com/vulcan/ap/rnd/202312/2502/54859143dda0b7b4696cae2c468d1412de00376036123eec.jpg?w=1920,슈팅,playstation
Hi-Fi RUSH,https://store.playstation.com/ko-kr/concept/10008685,2024-03-19,https://image.api.playstation.com/vulcan/ap/rnd/202402/0615/6182c834042e2348ff31af50866443f3282a22452032603f.jpg?w=1920,"락 스타 지망생 차이가 되어, 오합지졸 팀과 함께 사악한 거대 테크 기업을 상대로 요란한 리듬 전투를 벌이세요! 다양한 작품으로 호평을 받았으며 The Evil Within과 Ghostwire: Tokyo를 제작한 개발사(농담이 아니라 진짜로요) Tango Gameworks에서 캐릭터와 세계, 그리고 전투가 음악과 스타일리시하게 싱크될 뿐만 아니라 비평가들이 꼽은 50개 이상의 ""2023년 최고의 게임""에 선정된 하이 에너지 액션 게임 Hi-Fi RUSH를 선보입니다!

차이 VS 세계
심장과 낡은 뮤직 플레이어가 실수로 합쳐진 뒤 초거대 테크 기업에게 '불량품'이라는 낙인이 찍힌 주인공 차이는 이제 자유를 찾기 위해 싸워야 합니다! 차이는 자신의 몸에 달린 '불량품' 덕분에 움직임이 비트에 따라 강화되며, 심장의 리듬에 맞춰 위태로운 장애물을 넘고 수많은 적을 상대할 수 있습니다. 음악에 싱크가 맞춰지는 매끄러운 애니메이션 세계에서 비트를 타면서 점프하고, 공격하고, 웃음을 터뜨려 보세요!

광란의 모쉬 핏!
리듬감 넘치는 즐거운 전투에서 기업 드론(직업을 가진 진짜 로봇입니다)의 무리를 상대해 보세요. 여러분의 행동 하나하나가 음악에 자동으로 싱크되기 때문에 차이는 리듬을 타고 강력한 비트 히트를 날리거나 화려한 콤보를 선보일 수 있으며, 동료와 함께 합동 공격을 펼치거나 끝내주는 특수 공격을 사용할 수 있습니다! 업그레이드로 더욱 다양한 스킬을 배우고, 적과 마주할 때마다 여러분만의 ""애니메이션 뮤직비디오""를 연출해 탐나는 S 랭크를 달성해 보세요.

좌충우돌 저항군 VS 포스 넘치는 부장
개성 넘치는 팀원들을 이끌고 무자비한 기업과, 어... 자비 없는 전쟁을 벌여 보세요. 생산부부터 마케팅부까지, 회사를 지키고자 혈안이 된 무시무시한 부장들을 상대하세요. 이들과의 현란한 전투에서는 고유한 테마의 트랙을 감상하실 수 있습니다.

볼륨 최대로!
음악 얘기가 나와서 말인데, Nine Inch Nails, The Black Keys, The Prodigy, Number Girl 등 저명한 아티스트들이 참여한 끝내주는 구성의 라이선스 곡을 듣고 비트를 타 보세요. 관객들에게 여러분의 실력을 뽐내고 싶으신가요? 걱정할 것 없습니다. Hi-Fi RUSH는 The Glass Pyramids, Shuichi Kobori, REO, Masatoshi Yanagi 등 다양한 뮤지션의 곡이 수록된 스트리머 친화적인 오리지널 사운드트랙으로도 즐길 수 있으니까요.

앵콜 공연은 준비되셨나요?
스토리 모드를 끝냈다면 이제부터 시작입니다! 다양한 레벨을 다시 플레이해 비밀을 밝히거나 위험천만한 리듬 타워를 올라 기록을 경신해 보세요. 아니면 BPM 러시!에서 더욱 빠른 속도의 게임을 즐기거나 챌린지를 완료해 새로운 보상을 얻고 팀을 다양한 외형 아이템으로 꾸밀 수도 있습니다.",Hi-Fi RUSH,Bethesda Softworks,https://image.api.playstation.com/vulcan/ap/rnd/202402/0615/6182c834042e2348ff31af50866443f3282a22452032603f.jpg?w=1920,액션,playstation
Taxi Life - Standard Edition,https://store.playstation.com/ko-kr/concept/10007412,2024-03-07,https://image.api.playstation.com/vulcan/ap/rnd/202310/3014/3f7c528f8ed4b2d8eed941e93b4b02f21241fc02a5d69296.jpg?w=1920,"택시 라이프를 사전 주문하고 자동차 역사상 최고의 보석에서 영감을 받은 최고급 차량인 VIP 빈티지 컨버터블카를 받고 고객에게 잊을 수 없는 바르셀로나 투어를 선사하세요!


자신의 자동차와 회사의 운전대를 잡고 바르셀로나 곳곳으로 승객을 나르며 회사를 성장시키세요!
자동차 한 대와 마음 속에 품은 꿈만 가지고 바르셀로나에 도착한 후, 그 유명한 도시의 붐비는 길거리를 누비며 승객을 옮기고 최고의 서비스를 제공하세요. 교통 수칙을 지키고, 참을성 없는 관광객과 날씨 변화 그리고 러시 아워에 대처하고, 교통 체증과 사고를 피하기 위해 경로를 그때그때 변경해야 합니다. 그리고 무엇보다도 고객에게 만족스러운 서비스를 제공해 최고의 평점과 후한 팁을 획득해야 하죠!

진짜 바르셀로나를 탐험하세요
• 1:1 비율로 재현된 바르셀로나의 광범위한 지역에서 460km(286마일)에 달하는 도로를 따라 승객을 옮기세요.
• 도시를 탐험하며 새로운 관심 지점을 발견해 경험치를 획득하세요.
• 경험치를 사용해 더 긴 거리의 운행을 수락하는 능력 등 새로운 스킬을 잠금 해제할 수 있습니다.

프로처럼 운전하세요
• 고객을 태우고 목적지로 데려다 주세요.
• 교통 수칙을 따르며 차량 및 보행자와 충돌하지 않게 조심하세요.
• 무작위 이벤트(사고, 건설 공사, 퍼레이드 등)에 따라 경로를 수정하세요.
• 도로면이 젖었을 때 충돌을 피하기 위해 평소보다 미리 브레이크를 밟는 등 날씨 변화에 적응하세요.

사업을 경영하세요
• 운행 수익으로 새로운 자동차를 구매하세요.
• 구직자의 프로필을 보고 직원을 고용한 후 자동차, 동네, 시간대를 배정해 주세요.
• 최대한의 수익을 위해 올바른 결정을 내리세요!

자신의 한계에 도전하세요!
도전을 좋아하신다면, 다음과 같은 두 가지 유형의 특수 임무를 수락하세요.
• 최대한 빨리 운전하기(과속 벌금은 부과되지 않습니다).
• 교통 수칙 준수하기.

이러한 임무의 고객은 기대치가 특히 높으니, 실수 없이 신속하게 운행하세요!

고객을 만족시키세요
• 수다, 라디오 채널 변경, 창문 열기 등 고객의 요청에 응하세요.
• 완벽한 서비스를 제공해 팁과 좋은 후기를 받으세요.

택시를 개조하세요
• 운전 스타일과 전기 또는 연료 기반 자동차나 자동, 반자동, 수동 변속기 등 자동차 모델을 선택하세요.
• 자동차의 색상, 운전석, 림, 액세서리 등을 취향에 맞게 개조하세요.
• 수익과 경험치를 사용해 차량을 업그레이드하세요!

택시를 관리하세요
• 대시보드의 경고등을 주시하며 필요할 때마다 주유소, 충전소, 정비소를 방문하세요.
• 차량이 손상되면 수리하세요.
• 세차장에 정기적으로 방문하세요. 자동차가 더러우면 고객들이 타지 않으려 할 것입니다!","Taxi Life - Standard Edition,택시 라이프 - 스탠다드 에디션","H2 Interactive Co., Ltd.",https://image.api.playstation.com/vulcan/ap/rnd/202310/3014/3f7c528f8ed4b2d8eed941e93b4b02f21241fc02a5d69296.jpg?w=1920,시뮬레이션,playstation
Planet Zoo,https://store.playstation.com/ko-kr/concept/10009025,2024-03-26,https://image.api.playstation.com/vulcan/ap/rnd/202401/1811/851a87ff8fed13fc7f2d35252bdd94511f410a07ac270194.png?w=1920,"플래닛 주: 콘솔 에디션을 지금 사전 주문하고 다음 혜택을 받으세요.

피그미하마, 톰슨가젤, 코모도왕도마뱀이 등장하는 특별 한정 플래닛 주 사전 주문 보너스 DLC입니다.


플래닛 주: 콘솔 에디션으로 야생의 세계를 건설하세요. 플래닛 코스터와 Zoo Tycoon의 개발자들이 함께한 최고의 동물원 시뮬레이션 게임이 콘솔로 출시합니다.

빛나는 수상 경력의 BAFTA 후보에 오른 플래닛 주를 콘솔로 경험해 보세요!
플래닛 주: 콘솔 에디션으로 야생의 세계를 건설하세요. 플래닛 코스터와 Zoo Tycoon의 개발자들이 함께한 최고의 동물원 시뮬레이터 게임이 콘솔로 출시합니다. 플래닛 주는 강력하고 창의적인 도구를 손쉽게 사용할 수 있도록 컨트롤러를 지원하며, 많은 인기를 얻은 PC 버전 비디오 게임의 무료 업데이트에 포함된 다양한 기능, 콘텐츠, 동물이 포함되어 있습니다.

플래닛 주: 콘솔 에디션은 플레이어가 디자인하고 상상한 세계를 직접 눈앞에서 보고 느낄 수 있으며, 놀라울 정도로 사실적인 동물 역시 등장합니다. 직관적인 콘솔 컨트롤로 세계에서 가장 야생과 가까운 동물원을 짓고, 특별한 서식지와 방대한 자연을 조성해 주고, 의미 있는 선택으로 동물들을 정성껏 보살펴 주세요. 커리어 모드에서 전 세계를 누비는 캠페인을 시작하고, 프랜차이즈 모드에서 연결된 동물원 네트워크를 구축하며, 도전 과제 모드에서 실력을 시험해 보고, 자유로운 샌드박스 모드에서 상상력을 마음껏 발휘해 보세요.

야생과 시뮬레이션의 만남
아름답고 사실적인 동물의 세계를 만나보세요. 장난꾸러기 새끼 사자부터 힘센 코끼리까지 플래닛 주에 등장하는 모든 동물은 외모와 성격이 제각각 다른 생각과 감정을 지닌 존재들입니다. 동물에게 자연의 삶과 닮은 편안한 서식지를 건설하고, 모든 종의 습성을 연구해 동물들이 잘 지낼 수 있도록 관리하고, 동물들이 번식을 통해 후손을 이어가고 가족을 꾸릴 수 있도록 도와주세요.

의미 있는 보살핌
여러분의 결정에 일일이 반응하는 이 살아 숨쉬는 놀라운 세계를 잘 보살피세요. 큰 그림에 집중하든, 세세한 부분까지 직접 관리하든 여러분의 몫입니다. 특별한 관람관으로 방문객에게 즐거움을 선사하고, 새로운 연구로 동물원을 발전시키고, 새로운 세대의 동물들을 야생으로 돌려 보내세요. 동물들의 복지와 보존이 우선인 세계에서 여러분의 선택은 정말 중요합니다.

무한한 창의력
플래닛 주의 직관적이고 창의적인 컨트롤을 사용하면, 풍경 아이템과 관련된 건설 도구를 사용하여 나만의 동물원을 손쉽게 만들 수 있습니다. 여러분의 결정 하나하나가 동물들의 삶과 방문객의 경험에 영향을 미칩니다. 호수와 강을 파고, 언덕과 산을 쌓고, 길과 동굴을 만들면서 마음껏 상상력을 발휘해 보세요. 다양한 테마와 수많은 건설 부품들로 세상에 하나뿐인 멋진 동물원을 완성하세요.

공유와 영감
콘솔 크로스 플랫폼으로 연결된 커뮤니티에 참가해 창의적으로 완성한 서식지와 풍경, 아니면 동물원을 통째로 Frontier 창작마당에 공유해 주세요. 전 세계 동물원에 등장하는 여러분의 디자인을 확인하고, 매일 플래닛 주 커뮤니티에서 새로운 콘텐츠도 찾아보세요.",Planet Zoo,FRONTIER DEVELOPMENTS PLC,https://image.api.playstation.com/vulcan/ap/rnd/202401/1811/851a87ff8fed13fc7f2d35252bdd94511f410a07ac270194.png?w=1920,"캐주얼, 가족, 시뮬레이션",playstation
The Outlast Trials,https://store.playstation.com/ko-kr/concept/10001988,2024-03-05,https://image.api.playstation.com/vulcan/ap/rnd/202312/0517/e85792b9f320d81bfe561372d430f7b2c19a80fba073b16a.png?w=1920,"지금 사전 주문하고 전설적인 Grizzly Hazmat 의상을 받으세요.


Red Barrels는 이번에는 친구들과 함께 어지러운 공포를 경험하도록 여러분을 초대합니다. 혼자서 시험을 겪든 팀으로 시험을 치르든, 충분히 오래 살아남아 치료를 완료하면 Murkoff는 기꺼이 당신을 떠나게 해줄 것입니다… 하지만 당신도 똑같을 것입니까?",The Outlast Trials,Red Barrels,https://image.api.playstation.com/vulcan/ap/rnd/202312/0517/e85792b9f320d81bfe561372d430f7b2c19a80fba073b16a.png?w=1920,공포,playstation
SOUTH PARK: SNOW DAY!,https://store.playstation.com/ko-kr/concept/10008055,2024-03-26,https://image.api.playstation.com/vulcan/ap/rnd/202312/0518/ec6b03a285d29d64aa4913ebb7175f85eabc2b7b2c3a878d.jpg?w=1920,"SOUTH PARK: SNOW DAY!를 지금 사전 주문하고 Underpants Gnome 모자, 멋진 수염, 초록색 튜닉과 노란색 망토가 포함된 Underwear Gnome 꾸미기 아이템 팩을 무료로 받으세요!


Park: Phone Destroyer를 선사한 곳이죠. South Park Digital Studios에서 ""신삥"" 여러분의 다음 여정을 소개합니다.

카트먼, 스탠, 카일, 케니가 있는 3D 세상으로 여러분을 초대합니다! 네, 오늘이 바로... 학생들에게 가장 멋진 날인 폭설 휴교일이거든요! 거대한 눈보라가 마을을 혼란에 빠뜨려 버렸습니다. 근데요, 혼란이 일어나든 말든 무슨 상관인가요? 휴교령이 내렸는데!

최대 3명의 친구와 함께 플레이하거나, 매치메이킹을 사용하거나, 아군 봇과 1인 플레이를 진행하며 눈에 뒤덮인 사우스 파크에서 전투를 시작하세요. 완전히 새로운 스토리를 즐기시면서 전쟁 중인 여러 세력에 맞서야 합니다. 정신없고 박진감 넘치는 전투를 벌이며 마을의 규칙을 다시 세워나가세요. 새로운 모험을 통해 독특한 무기를 장착하고, 강하며 업그레이드 가능한 특수 능력을 사용해 세상을 구하고 휴교일을 즐기세요.

오늘은 폭설 휴교일!


- 완전히 새로운 3D 협동 게임이 여러분을 찾아옵니다!
- 거대한 눈보라가 사우스 파크를 뒤덮어 버렸습니다. 이제 도시를 영원한 겨울에서 구할 아이들은... 카트먼, 스탠, 케니, 카일! 그리고 ""신삥""인 바로 당신만 남았습니다!
- 사우스 파크 시리즈 최초의 협동 게임! 최대 3명의 친구 또는 아군 봇과 함께 게임을 즐길 수 있습니다. 서로 힘을 합쳐 적들에게 강력한 공격을 펼치세요.
- 강력한 근접 및 원거리 무기를 장착하는 것은 물론, 업그레이드도 가능합니다. 특별한 능력과 힘을 발휘해 적의 군단과 강력한 보스를 물리치세요.
- 주변의 선망을 부르는 다양한 의상을 착용해 보세요. 비니부터 치지 푸프 티셔츠, 거기에 턱 x알까지! 끝없이 다양한 조합을 통해 신삥을 마음껏 꾸밀 수 있습니다!",SOUTH PARK: SNOW DAY!,THQ NORDIC GAMES GMBH,https://image.api.playstation.com/vulcan/ap/rnd/202312/0518/ec6b03a285d29d64aa4913ebb7175f85eabc2b7b2c3a878d.jpg?w=1920,액션,playstation
Outcast - A New Beginning,https://store.playstation.com/ko-kr/concept/10003564,2024-03-15,https://image.api.playstation.com/vulcan/ap/rnd/202308/0814/ab7cffbab69e6ae95e18a44a9b4eaa7c8177005a60cfcbfc.jpg?w=1920,"비선형 오픈 월드 게임 장르를 개척하고, 액션 어드벤처 게임 수상에 빛나는 아웃캐스트가 20년 만에 여러분의 곁으로 돌아옵니다. 후속편에서 여러분은 슬레이드 커터가 되어 기묘한 이국땅인 아델파로 복귀합니다. 그리고 커터는 그곳에서 전능한 요드 신들의 힘에 의해 다시금 태어나 노예가 된 탈란족, 자원을 수탈당하는 세계, 그리고 아델파를 침략한 로봇 군대와 뒤얽히며 자신의 과거를 되돌아보는 기회를 갖습니다. 이제 그는 요드들의 사절이 되어 다시 한번 행성을 구해야 하는 막중한 책임을 떠맡게 됩니다.

아웃캐스트 1편의 제작진이 다시 뭉쳐 치명적인 괴물들과 탈란족의 마을로 가득 찬 환상적인 세상을 빚어내었습니다. 전작의 사건 이후, 아델파라는 지구와 떼려야 뗄 수 없는 사이가 된 유서 깊은 문명을 세운 것이죠. 이제 여러분은 90년대의 그 시절 당시 처음 만났던 무뚝뚝한 전 네이비 씰 대원 커터 슬레이드가 되어 플레이하게 됩니다. 하지만 그때와 달라진 세상 역시 커터를 다른 사람으로 거듭나게 만들어 줄 것입니다.

아델파의 운명은 여러분의 손에 달려 있습니다.

제트팩으로 점프, 공중 돌진, 활강을 시전하며 환상적인 게임 속 오픈 월드를 누비십시오

많은 수의 다양한 모듈을 조합하고, 로봇 군대를 제압하기 위한 자신만의 무기를 제작하십시오

비선형적인 세상. 자신의 페이스에 맞춰 자유롭게 이야기를 풀어나가십시오

경계 없는 비선형적 세상을 탐험하며 숨겨진 사원과 위험한 짐승들을 발견하십시오

탈란족 마을의 해방을 돕고, 상대를 무너뜨릴 그들의 자연 속 힘을 손에 넣으며 탈란의 문화에 적응하십시오

아웃캐스트의 오리지널 작곡가, 레니 무어(Lennie Moore)가 작곡한 웅장한 사운드트랙과 함께 정성스레 제작한 아름다운 세계를 경험해 보시기 바랍니다.",Outcast - A New Beginning,THQ NORDIC GAMES GMBH,https://image.api.playstation.com/vulcan/ap/rnd/202308/0814/ab7cffbab69e6ae95e18a44a9b4eaa7c8177005a60cfcbfc.jpg?w=1920,"액션, 롤플레잉 게임",playstation
Classified: France '44,https://store.playstation.com/ko-kr/concept/10007316,2024-03-05,https://image.api.playstation.com/vulcan/ap/rnd/202309/2013/4e6529d3030f2495bc656b291b552bd1c83916cc422885ce.jpg?w=1920,"English/Chinese/Japanese Ver.

Classified: France '44를 예약 구매하고 다음 아이템을 받으세요.
""Blue"" 패턴 무기 팩:
M1 카빈 ""Blue""
리 엔필드 ""Blue""
트렌치 건 ""Blue""

""Cobalt"" 패턴 저항군 의상:
저항군 모자 ""Cobalt""
저항군 재킷 ""Cobalt""
저항군 바지 ""Cobalt""


Classified: France ‘44는 1944년 6월, 연합군의 프랑스 침공으로 이어지는 절망적인 제2차 세계대전을 배경으로 한 새로운 턴제 전략 게임입니다.

연합군 특공대와 프랑스 저항군으로 구성된 특수 요원팀을 지휘하세요. 엘리트 요원을 모집하여 군대를 구성하고 훼방과 파괴의 상징적인 캠페인에 참여하세요. 경쟁 상대를 대상으로 저항 네트워크를 구축하고 영역 깊숙한 곳에 위치한 독일군의 목표물을 공격하세요. 하지만 더 많은 혼란을 일으킬수록 게슈타포 비밀 경찰의 주의를 끌게 된다는 사실을 명심하세요.

연합군과 프랑스군의 업적에서 영감을 받은 흥미진진한 미션에서 턴제 전술 개념을 확장하여 제2차 세계대전의 진정한 전투의 현장을 생생하게 재현했습니다. 해당 캠페인은 매번 다른 방식으로 여러 번 플레이할 수 있습니다.

최후의 순간은 모든 샷에서 온다. Classified: France ‘44의 특별한 사격 시스템은 모든 샷이 자신과 적에게 영향을 미칩니다. 적을 제압하고 쓰러뜨려 움츠린 적의 측면을 공략하여 최후의 일격을 가할 수 있는 위치를 노려보세요.

전투를 주도하라. 은신 전략을 사용하여 핵심 목표물을 제거하고 원하는 방식으로 전투를 끌어가세요. 하지만 더 많은 적을 처치할수록 적들의 주의를 끌 수 있으니, 적에게 들키기 전에 은신을 해제할 준비를 해두세요!

팀을 구성하라. 각자 다른 스토리를 가진 개성 넘치는 히어로를 선택할 수 있습니다. 히어로를 훈련하고, 커스터마이즈하며, 다양한 스킬과 무기를 장착하세요. 모닥불 주위에 모여 앉아 시간을 보내고 전쟁으로 황폐해진 프랑스의 전장에서 맞서 싸우는 히어로들의 삶에 대해서도 알아가면서 팀의 의욕을 높여보세요.

역사는 경험에서 시작된다. 프랑스군이 팀에 제공하는 45개 이상의 미션에서 도전적인 목표를 완료하세요. 저항력을 키우고 궁극적인 목표를 지원하고자 전략에 알맞은 미션을 선택하세요. 전략적인 운영을 위해 팀을 파견하고 관리하세요.

끝없는 즐거움. 업데이트와 확장팩으로 Classified: France ‘44의 더 넓은 세계를 경험하세요. Classified: France ‘44 세계는 자유를 위한 전투에 더 새롭고 흥미진진한 요소를 선사합니다. 기밀 미션 크리에이터와 모딩 툴로 플레이어가 직접 제작한 콘텐츠를 언제나 즐길 수도 있습니다.

승리를 향한 질주. Classified: France ‘44에는 도전이 가득합니다. 최고의 전술 플레이를 펼치면서 최적의 전략을 수립하고 게임의 다양한 엔딩까지 찾아보세요. 과연 여러분의 결전의 날은 어떤 모습일까요?",Classified: France '44,Team17 Digital Ltd,https://image.api.playstation.com/vulcan/ap/rnd/202309/2013/4e6529d3030f2495bc656b291b552bd1c83916cc422885ce.jpg?w=1920,"롤플레잉 게임, 전략",playstation
